Strain	0	1	2	3	4	5
USA/PA-CDC-9081/2020	7	6	2	2	2	2
USA/PA-MGEL-00004/2020	24	8	2	2	2	2
USA/PA-MGEL-00007/2020	7	6	2	2	2	2
USA/PA-MGEL-00327/2020	7	6	2	2	2	2
USA/PA-MGEL-00328/2020	7	6	2	2	2	2
USA/PA-QDX-1888/2020	34	27	20	18	8	1
USA/PA-QDX-1951/2020	7	6	2	2	2	2
USA/PA-QDX-2435/2020	6	5	4	4	2	2
USA/PA-QDX-2436/2020	7	6	2	2	2	2
USA/PA-QDX-2437/2020	11	10	7	7	6	1
USA/PA-QDX-2455/2020	7	6	2	2	2	2
USA/PA-QDX-2459/2020	11	10	7	7	6	1
USA/PA-QDX-2497/2020	7	6	2	2	2	2
USA/PA-QDX-2606/2020	7	6	2	2	2	2
USA/PA-QDX-30/2020	11	10	7	7	6	1
USA/PA_1802/2020	9	8	2	2	2	2
USA/PA_1881/2020	24	8	2	2	2	2
USA/PA_2317/2020	24	8	2	2	2	2
USA/PA_2734/2020	24	8	2	2	2	2
USA/PA_2735/2020	24	8	2	2	2	2
USA/PA_2887/2020	7	6	2	2	2	2
USA/PA_2937/2020	24	8	2	2	2	2
USA/PA_4395/2020	24	8	2	2	2	2
USA/PA_4405/2020	24	8	2	2	2	2
USA/PR-CDC-3578/2020	9	8	2	2	2	2
USA/RI-CDC-KCPT-3780/2020	24	8	2	2	2	2
USA/RI-CDC-KCPZ-3781/2020	24	8	2	2	2	2
USA/RI_0520/2020	9	8	2	2	2	2
USA/RI_0556/2020	9	8	2	2	2	2
USA/RI_0702/2020	7	6	2	2	2	2
USA/RI_0882/2020	7	6	2	2	2	2
USA/SC-DHEC-0001/2020	34	27	20	18	8	1
USA/SC-DHEC-0003/2020	34	27	20	18	8	1
USA/SC-DHEC-0008/2020	34	27	20	18	8	1
USA/SC-DHEC-0014/2020	34	27	20	18	8	1
USA/SC-DHEC-1196/2020	24	8	2	2	2	2
USA/SC-QDX-2484/2020	7	6	2	2	2	2
USA/SC_3520/2020	34	27	20	18	8	1
USA/SC_3569/2020	34	27	20	18	8	1
USA/SC_3570/2020	34	27	20	18	8	1
USA/SC_3571/2020	34	27	20	18	8	1
USA/SC_3572/2020	9	8	2	2	2	2
USA/SC_3575/2020	34	27	20	18	8	1
USA/SC_6370/2020	34	27	20	18	8	1
USA/TN-CDC-7936/2020	7	6	2	2	2	2
USA/TN-CDC-8411/2020	24	8	2	2	2	2
USA/TN-CDC-8412/2020	24	8	2	2	2	2
USA/TN-CDC-8414/2020	24	8	2	2	2	2
USA/TN-QDX-126/2020	7	6	2	2	2	2
USA/TN-QDX-2517/2020	9	8	2	2	2	2
USA/TX-CDC-3008/2020	7	6	2	2	2	2
USA/TX-CDC-3009/2020	87	74	64	54	2	2
USA/TX-CDC-8001/2020	34	27	20	18	8	1
USA/TX-CDC-8420/2020	1	1	1	1	1	1
USA/TX-DSHS-0172/2020	34	27	20	18	8	1
USA/TX-DSHS-0173/2020	11	10	7	7	6	1
USA/TX-DSHS-0174/2020	11	10	7	7	6	1
USA/TX-DSHS-0175/2020	34	27	20	18	8	1
USA/TX-DSHS-0176/2020	34	27	20	18	8	1
USA/TX-DSHS-0177/2020	36	29	22	8	2	2
USA/TX-DSHS-0178/2020	36	29	22	8	2	2
USA/TX-DSHS-0179/2020	21	16	9	8	2	2
USA/TX-DSHS-0200/2020	34	27	20	18	8	1
USA/TX-DSHS-1189/2020	30	23	16	14	7	2
USA/TX-DSHS-1190/2020	39	32	25	22	10	1
USA/TX-DSHS-1191/2020	99	86	76	63	2	2
USA/TX-DSHS-1225/2020	7	6	2	2	2	2
USA/TX-DSHS-1228/2020	7	6	2	2	2	2
USA/TX-HMH010/2020	21	16	9	8	2	2
USA/TX-HMH011/2020	24	8	2	2	2	2
USA/TX-HMH012/2020	11	10	7	7	6	1
USA/TX-HMH014/2020	73	7	5	5	4	1
USA/TX-HMH015/2020	36	29	22	8	2	2
USA/TX-HMH016/2020	7	6	2	2	2	2
USA/TX-HMH017/2020	7	6	2	2	2	2
USA/TX-HMH020/2020	7	6	2	2	2	2
USA/TX-HMH023/2020	24	8	2	2	2	2
USA/TX-HMH025/2020	9	8	2	2	2	2
USA/TX-HMH026/2020	9	8	2	2	2	2
USA/TX-HMH027/2020	7	6	2	2	2	2
USA/TX-HMH028/2020	24	8	2	2	2	2
USA/TX-HMH029/2020	11	10	7	7	6	1
USA/TX-HMH030/2020	7	6	2	2	2	2
USA/TX-HMH032/2020	1	1	1	1	1	1
USA/TX-HMH033/2020	24	8	2	2	2	2
USA/TX-HMH034/2020	9	8	2	2	2	2
USA/TX-HMH035/2020	7	6	2	2	2	2
USA/TX-HMH036/2020	7	6	2	2	2	2
USA/TX-HMH037/2020	13	3	3	3	3	2
USA/TX-HMH038/2020	24	8	2	2	2	2
USA/TX-HMH039/2020	7	6	2	2	2	2
USA/TX-HMH040/2020	7	6	2	2	2	2
USA/TX-HMH041/2020	7	6	2	2	2	2
USA/TX-HMH042/2020	7	6	2	2	2	2
USA/TX-HMH043/2020	7	6	2	2	2	2
USA/TX-HMH044/2020	7	6	2	2	2	2
USA/TX-HMH046/2020	78	66	57	48	2	2
USA/TX-HMH047/2020	7	6	2	2	2	2
USA/TX-HMH048/2020	7	6	2	2	2	2
USA/TX-HMH07/2020	78	66	57	48	2	2
USA/TX-HMH08/2020	7	6	2	2	2	2
USA/TX-HMH09/2020	112	98	86	69	20	2
USA/TX-QDX-1199/2020	65	54	46	38	2	2
USA/TX-QDX-1285/2020	7	6	2	2	2	2
USA/TX-QDX-1399/2020	13	3	3	3	3	2
USA/TX-QDX-2111/2020	9	8	2	2	2	2
USA/TX-QDX-2128/2020	7	6	2	2	2	2
USA/TX-QDX-25/2020	113	99	87	70	2	2
USA/TX-QDX-2554/2020	114	100	88	71	21	2
USA/TX-QDX-37/2020	7	6	2	2	2	2
USA/TX-QDX-60/2020	13	3	3	3	3	2
USA/TX1/2020	1	1	1	1	1	1
USA/TX_2039/2020	5	3	3	3	3	2
USA/TX_2817/2020	24	8	2	2	2	2
USA/TX_2967/2020	24	8	2	2	2	2
USA/UT-01/2020	5	3	3	3	3	2
USA/UT-010/2020	50	41	33	27	11	2
USA/UT-0100/2020	9	8	2	2	2	2
USA/UT-0106/2020	7	6	2	2	2	2
USA/UT-0107/2020	11	10	7	7	6	1
USA/UT-0108/2020	11	10	7	7	6	1
USA/UT-011/2020	9	8	2	2	2	2
USA/UT-012/2020	11	10	7	7	6	1
USA/UT-01320/2020	24	8	2	2	2	2
USA/UT-014/2020	11	10	7	7	6	1
USA/UT-0159/2020	3	3	3	3	3	2
USA/UT-016/2020	11	10	7	7	6	1
USA/UT-018/2020	11	10	7	7	6	1
USA/UT-019/2020	26	19	12	11	2	2
USA/UT-021/2020	29	22	15	13	2	2
USA/UT-022/2020	29	22	15	13	2	2
USA/UT-023/2020	115	101	89	72	2	2
USA/UT-024/2020	24	8	2	2	2	2
USA/UT-025/2020	7	6	2	2	2	2
USA/UT-0284/2020	11	10	7	7	6	1
USA/UT-03/2020	11	10	7	7	6	1
USA/UT-03470/2020	11	10	7	7	6	1
USA/UT-03473/2020	7	6	2	2	2	2
USA/UT-03474/2020	9	8	2	2	2	2
USA/UT-03794/2020	26	19	12	11	2	2
USA/UT-04/2020	11	10	7	7	6	1
USA/UT-05/2020	26	19	12	11	2	2
USA/UT-06/2020	26	19	12	11	2	2
USA/UT-078/2020	7	6	2	2	2	2
USA/UT-080/2020	35	28	21	19	2	2
USA/UT-089/2020	9	8	2	2	2	2
USA/UT-090/2020	9	8	2	2	2	2
USA/UT-092/2020	9	8	2	2	2	2
USA/UT-096/2020	11	10	7	7	6	1
USA/UT-097/2020	7	6	2	2	2	2
USA/UT-098/2020	7	6	2	2	2	2
USA/UT-099/2020	5	3	3	3	3	2
USA/UT-QDX-118/2020	11	10	7	7	6	1
USA/UT-QDX-119/2020	34	27	20	18	8	1
USA/UT-QDX-120/2020	11	10	7	7	6	1
USA/UT-QDX-1275/2020	7	6	2	2	2	2
USA/UT-QDX-1276/2020	7	6	2	2	2	2
USA/UT-QDX-1277/2020	7	6	2	2	2	2
USA/UT-QDX-1279/2020	7	6	2	2	2	2
USA/UT-QDX-1280/2020	7	6	2	2	2	2
USA/UT-QDX-1282/2020	7	6	2	2	2	2
USA/UT-QDX-131/2020	7	6	2	2	2	2
USA/UT-QDX-132/2020	9	8	2	2	2	2
USA/UT-QDX-1391/2020	7	6	2	2	2	2
USA/UT-QDX-1459/2020	7	6	2	2	2	2
USA/UT-QDX-1461/2020	7	6	2	2	2	2
USA/UT-QDX-1463/2020	11	10	7	7	6	1
USA/UT-QDX-1464/2020	7	6	2	2	2	2
USA/UT-QDX-1465/2020	7	6	2	2	2	2
USA/UT-QDX-1466/2020	34	27	20	18	8	1
USA/UT-QDX-1467/2020	7	6	2	2	2	2
USA/UT-QDX-1468/2020	7	6	2	2	2	2
USA/UT-QDX-1472/2020	11	10	7	7	6	1
USA/UT-QDX-1473/2020	24	8	2	2	2	2
USA/UT-QDX-1474/2020	7	6	2	2	2	2
USA/UT-QDX-1475/2020	11	10	7	7	6	1
USA/UT-QDX-1476/2020	11	10	7	7	6	1
USA/UT-QDX-1477/2020	7	6	2	2	2	2
USA/UT-QDX-1478/2020	7	6	2	2	2	2
USA/UT-QDX-1479/2020	35	28	21	19	2	2
USA/UT-QDX-1480/2020	7	6	2	2	2	2
USA/UT-QDX-1481/2020	21	16	9	8	2	2
USA/UT-QDX-1482/2020	7	6	2	2	2	2
USA/UT-QDX-1483/2020	11	10	7	7	6	1
USA/UT-QDX-1484/2020	7	6	2	2	2	2
USA/UT-QDX-1485/2020	21	16	9	8	2	2
USA/UT-QDX-1500/2020	7	6	2	2	2	2
USA/UT-QDX-151/2020	7	6	2	2	2	2
USA/UT-QDX-17/2020	29	22	15	13	2	2
USA/UT-QDX-1785/2020	7	6	2	2	2	2
USA/UT-QDX-1787/2020	11	10	7	7	6	1
USA/UT-QDX-1789/2020	24	8	2	2	2	2
USA/UT-QDX-1790/2020	7	6	2	2	2	2
USA/UT-QDX-1793/2020	50	41	33	27	11	2
USA/UT-QDX-1796/2020	20	9	6	6	5	2
USA/UT-QDX-1799/2020	7	6	2	2	2	2
USA/UT-QDX-18/2020	3	3	3	3	3	2
USA/UT-QDX-1800/2020	71	60	51	8	2	2
USA/UT-QDX-1801/2020	7	6	2	2	2	2
USA/UT-QDX-1804/2020	38	31	24	21	9	2
USA/UT-QDX-1805/2020	24	8	2	2	2	2
USA/UT-QDX-1806/2020	7	6	2	2	2	2
USA/UT-QDX-1807/2020	7	6	2	2	2	2
USA/UT-QDX-1809/2020	38	31	24	21	9	2
USA/UT-QDX-1815/2020	3	3	3	3	3	2
USA/UT-QDX-1818/2020	111	97	85	68	19	2
USA/UT-QDX-1825/2020	34	27	20	18	8	1
USA/UT-QDX-1827/2020	7	6	2	2	2	2
USA/UT-QDX-1828/2020	11	10	7	7	6	1
USA/UT-QDX-1831/2020	68	57	49	41	2	2
USA/UT-QDX-1832/2020	106	92	81	65	18	2
USA/UT-QDX-1833/2020	34	27	20	18	8	1
USA/UT-QDX-1834/2020	7	6	2	2	2	2
USA/UT-QDX-1835/2020	9	8	2	2	2	2
USA/UT-QDX-1836/2020	36	29	22	8	2	2
USA/UT-QDX-1838/2020	21	16	9	8	2	2
USA/UT-QDX-1839/2020	21	16	9	8	2	2
USA/UT-QDX-1841/2020	7	6	2	2	2	2
USA/UT-QDX-1842/2020	11	10	7	7	6	1
USA/UT-QDX-1843/2020	11	10	7	7	6	1
USA/UT-QDX-1844/2020	24	8	2	2	2	2
USA/UT-QDX-1845/2020	7	6	2	2	2	2
USA/UT-QDX-1847/2020	34	27	20	18	8	1
USA/UT-QDX-1849/2020	7	6	2	2	2	2
USA/UT-QDX-1850/2020	7	6	2	2	2	2
USA/UT-QDX-1854/2020	57	47	39	32	2	2
USA/UT-QDX-1859/2020	7	6	2	2	2	2
USA/UT-QDX-1860/2020	95	82	72	60	2	2
USA/UT-QDX-1861/2020	111	97	85	68	19	2
USA/UT-QDX-1863/2020	72	61	52	43	2	2
USA/UT-QDX-1864/2020	36	29	22	8	2	2
USA/UT-QDX-1865/2020	7	6	2	2	2	2
USA/UT-QDX-1868/2020	7	6	2	2	2	2
USA/UT-QDX-1869/2020	7	6	2	2	2	2
USA/UT-QDX-1880/2020	3	3	3	3	3	2
USA/UT-QDX-1896/2020	7	6	2	2	2	2
USA/UT-QDX-1901/2020	36	29	22	8	2	2
USA/UT-QDX-1906/2020	7	6	2	2	2	2
USA/UT-QDX-1930/2020	7	6	2	2	2	2
USA/UT-QDX-1936/2020	34	27	20	18	8	1
USA/UT-QDX-1950/2020	9	8	2	2	2	2
USA/UT-QDX-1954/2020	3	3	3	3	3	2
USA/UT-QDX-1959/2020	94	81	71	59	2	2
USA/UT-QDX-1964/2020	34	27	20	18	8	1
USA/UT-QDX-1966/2020	11	10	7	7	6	1
USA/UT-QDX-1971/2020	7	6	2	2	2	2
USA/UT-QDX-1989/2020	11	10	7	7	6	1
USA/UT-QDX-20/2020	11	10	7	7	6	1
USA/UT-QDX-2004/2020	7	6	2	2	2	2
USA/UT-QDX-2016/2020	57	47	39	32	2	2
USA/UT-QDX-2028/2020	7	6	2	2	2	2
USA/UT-QDX-2065/2020	7	6	2	2	2	2
USA/UT-QDX-2070/2020	7	6	2	2	2	2
USA/UT-QDX-2081/2020	36	29	22	8	2	2
USA/UT-QDX-2090/2020	7	6	2	2	2	2
USA/UT-QDX-2103/2020	87	74	64	54	2	2
USA/UT-QDX-2112/2020	39	32	25	22	10	1
USA/UT-QDX-2117/2020	24	8	2	2	2	2
USA/UT-QDX-2126/2020	7	6	2	2	2	2
USA/UT-QDX-2129/2020	24	8	2	2	2	2
USA/UT-QDX-2173/2020	7	6	2	2	2	2
USA/UT-QDX-2189/2020	34	27	20	18	8	1
USA/UT-QDX-2192/2020	9	8	2	2	2	2
USA/UT-QDX-2194/2020	7	6	2	2	2	2
USA/UT-QDX-2201/2020	7	6	2	2	2	2
USA/UT-QDX-2202/2020	28	21	14	8	2	2
USA/UT-QDX-2207/2020	11	10	7	7	6	1
USA/UT-QDX-2208/2020	11	10	7	7	6	1
USA/UT-QDX-2213/2020	7	6	2	2	2	2
USA/UT-QDX-2214/2020	38	31	24	21	9	2
USA/UT-QDX-2215/2020	11	10	7	7	6	1
USA/UT-QDX-2217/2020	7	6	2	2	2	2
USA/UT-QDX-2223/2020	11	10	7	7	6	1
USA/UT-QDX-2224/2020	116	102	90	73	2	2
USA/UT-QDX-2230/2020	70	59	50	42	2	2
USA/UT-QDX-2233/2020	11	10	7	7	6	1
USA/UT-QDX-2234/2020	11	10	7	7	6	1
USA/UT-QDX-2238/2020	7	6	2	2	2	2
USA/UT-QDX-2240/2020	7	6	2	2	2	2
USA/UT-QDX-2246/2020	7	6	2	2	2	2
USA/UT-QDX-2247/2020	7	6	2	2	2	2
USA/UT-QDX-2248/2020	7	6	2	2	2	2
USA/UT-QDX-2249/2020	7	6	2	2	2	2
USA/UT-QDX-2253/2020	7	6	2	2	2	2
USA/UT-QDX-2257/2020	24	8	2	2	2	2
USA/UT-QDX-2262/2020	3	3	3	3	3	2
USA/UT-QDX-2264/2020	34	27	20	18	8	1
USA/UT-QDX-2270/2020	7	6	2	2	2	2
USA/UT-QDX-2281/2020	7	6	2	2	2	2
USA/UT-QDX-2285/2020	11	10	7	7	6	1
USA/UT-QDX-2286/2020	11	10	7	7	6	1
USA/UT-QDX-2287/2020	7	6	2	2	2	2
USA/UT-QDX-2289/2020	24	8	2	2	2	2
USA/UT-QDX-2290/2020	7	6	2	2	2	2
USA/UT-QDX-2295/2020	3	3	3	3	3	2
USA/UT-QDX-2296/2020	7	6	2	2	2	2
USA/UT-QDX-2297/2020	11	10	7	7	6	1
USA/UT-QDX-2300/2020	11	10	7	7	6	1
USA/UT-QDX-2301/2020	24	8	2	2	2	2
USA/UT-QDX-2302/2020	7	6	2	2	2	2
USA/UT-QDX-2305/2020	11	10	7	7	6	1
USA/UT-QDX-2307/2020	34	27	20	18	8	1
USA/UT-QDX-2308/2020	7	6	2	2	2	2
USA/UT-QDX-2313/2020	11	10	7	7	6	1
USA/UT-QDX-2321/2020	7	6	2	2	2	2
USA/UT-QDX-2347/2020	7	6	2	2	2	2
USA/UT-QDX-2356/2020	7	6	2	2	2	2
USA/UT-QDX-2359/2020	24	8	2	2	2	2
USA/UT-QDX-2377/2020	7	6	2	2	2	2
USA/UT-QDX-2407/2020	7	6	2	2	2	2
USA/UT-QDX-2417/2020	57	47	39	32	2	2
USA/UT-QDX-2423/2020	7	6	2	2	2	2
USA/UT-QDX-2434/2020	7	6	2	2	2	2
USA/UT-QDX-2440/2020	7	6	2	2	2	2
USA/UT-QDX-2454/2020	3	3	3	3	3	2
USA/UT-QDX-2469/2020	7	6	2	2	2	2
USA/UT-QDX-2476/2020	11	10	7	7	6	1
USA/UT-QDX-2479/2020	11	10	7	7	6	1
USA/UT-QDX-2480/2020	74	62	53	44	14	1
USA/UT-QDX-2487/2020	7	6	2	2	2	2
USA/UT-QDX-2490/2020	11	10	7	7	6	1
USA/UT-QDX-2491/2020	34	27	20	18	8	1
USA/UT-QDX-2492/2020	1	1	1	1	1	1
USA/UT-QDX-2504/2020	7	6	2	2	2	2
USA/UT-QDX-2505/2020	7	6	2	2	2	2
USA/UT-QDX-2506/2020	11	10	7	7	6	1
USA/UT-QDX-2509/2020	7	6	2	2	2	2
USA/UT-QDX-2523/2020	7	6	2	2	2	2
USA/UT-QDX-2526/2020	11	10	7	7	6	1
USA/UT-QDX-2527/2020	7	6	2	2	2	2
USA/UT-QDX-2531/2020	7	6	2	2	2	2
USA/UT-QDX-2532/2020	7	6	2	2	2	2
USA/UT-QDX-2549/2020	7	6	2	2	2	2
USA/UT-QDX-2550/2020	34	27	20	18	8	1
USA/UT-QDX-2556/2020	24	8	2	2	2	2
USA/UT-QDX-2557/2020	7	6	2	2	2	2
USA/UT-QDX-2569/2020	31	24	17	15	2	2
USA/UT-QDX-2572/2020	104	90	79	8	2	2
USA/UT-QDX-2575/2020	7	6	2	2	2	2
USA/UT-QDX-2580/2020	21	16	9	8	2	2
USA/UT-QDX-2589/2020	13	3	3	3	3	2
USA/UT-QDX-2596/2020	7	6	2	2	2	2
USA/UT-QDX-2598/2020	7	6	2	2	2	2
USA/UT-QDX-2599/2020	7	6	2	2	2	2
USA/UT-QDX-2607/2020	34	27	20	18	8	1
USA/UT-QDX-2614/2020	7	6	2	2	2	2
USA/UT-QDX-2621/2020	65	54	46	38	2	2
USA/UT-QDX-2626/2020	1	1	1	1	1	1
USA/UT-QDX-2628/2020	11	10	7	7	6	1
USA/UT-QDX-2632/2020	65	54	46	38	2	2
USA/UT-QDX-2634/2020	9	8	2	2	2	2
USA/UT-QDX-2638/2020	11	10	7	7	6	1
USA/UT-QDX-2643/2020	7	6	2	2	2	2
USA/UT-QDX-2644/2020	1	1	1	1	1	1
USA/UT-QDX-2649/2020	11	10	7	7	6	1
USA/UT-QDX-2650/2020	9	8	2	2	2	2
USA/UT-QDX-2653/2020	9	8	2	2	2	2
USA/UT-QDX-2656/2020	13	3	3	3	3	2
USA/UT-QDX-2657/2020	7	6	2	2	2	2
USA/UT-QDX-2663/2020	7	6	2	2	2	2
USA/UT-QDX-2664/2020	44	37	29	24	2	2
USA/UT-QDX-2668/2020	7	6	2	2	2	2
USA/UT-QDX-2669/2020	7	6	2	2	2	2
USA/UT-QDX-2671/2020	11	10	7	7	6	1
USA/UT-QDX-2672/2020	7	6	2	2	2	2
USA/UT-QDX-2680/2020	7	6	2	2	2	2
USA/UT-QDX-2681/2020	7	6	2	2	2	2
USA/UT-QDX-27/2020	24	8	2	2	2	2
USA/UT-QDX-49/2020	34	27	20	18	8	1
USA/UT-QDX-57/2020	34	27	20	18	8	1
USA/UT-QDX-63/2020	34	27	20	18	8	1
USA/UT-QDX-65/2020	31	24	17	15	2	2
USA/UT-QDX-66/2020	7	6	2	2	2	2
USA/UT-QDX-77/2020	24	8	2	2	2	2
USA/UT-QDX-82/2020	9	8	2	2	2	2
USA/UT-UPHL-00013/2020	11	10	7	7	6	1
USA/UT-UPHL-00015/2020	11	10	7	7	6	1
USA/UT-UPHL-00017/2020	11	10	7	7	6	1
USA/UT-UPHL-00020/2020	11	10	7	7	6	1
USA/UT-UPHL-00022/2020	29	22	15	13	2	2
USA/UT-UPHL-00023/2020	115	101	89	72	2	2
USA/UT-UPHL-00025/2020	7	6	2	2	2	2
USA/UT-UPHL-00087/2020	117	19	12	11	2	2
USA/UT-UPHL-00093/2020	2	2	2	2	2	2
USA/UT-UPHL-00105/2020	7	6	2	2	2	2
USA/UT_8199/2020	11	10	7	7	6	1
USA/UT_8906/2020	26	19	12	11	2	2
USA/VA-DCLS-00010/2020	11	10	7	7	6	1
USA/VA-DCLS-00011/2020	11	10	7	7	6	1
USA/VA-DCLS-0008/2020	24	8	2	2	2	2
USA/VA-DCLS-0009/2020	24	8	2	2	2	2
USA/VA-DCLS-0012/2020	24	8	2	2	2	2
USA/VA-DCLS-0014/2020	7	6	2	2	2	2
USA/VA-DCLS-0016/2020	87	74	64	54	2	2
USA/VA-DCLS-0017/2020	11	10	7	7	6	1
USA/VA-DCLS-0018/2020	11	10	7	7	6	1
USA/VA-DCLS-0019/2020	11	10	7	7	6	1
USA/VA-DCLS-0020/2020	24	8	2	2	2	2
USA/VA-DCLS-0021/2020	1	1	1	1	1	1
USA/VA-DCLS-0024/2020	11	10	7	7	6	1
USA/VA-DCLS-0529/2020	87	74	64	54	2	2
USA/VA-DCLS-0530/2020	7	6	2	2	2	2
USA/VA-DCLS-0531/2020	87	74	64	54	2	2
USA/VA-DCLS-0533/2020	87	74	64	54	2	2
USA/VA-DCLS-0534/2020	24	8	2	2	2	2
USA/VA-DCLS-0535/2020	7	6	2	2	2	2
USA/VA-DCLS-0536/2020	7	6	2	2	2	2
USA/VA-DCLS-0537/2020	11	10	7	7	6	1
USA/VA-DCLS-0538/2020	11	10	7	7	6	1
USA/VA-DCLS-0539/2020	7	6	2	2	2	2
USA/VA-DCLS-0540/2020	118	103	91	74	2	2
USA/VA-DCLS-0541/2020	11	10	7	7	6	1
USA/VA-DCLS-0542/2020	85	72	63	8	2	2
USA/VA-DCLS-0543/2020	11	10	7	7	6	1
USA/VA-DCLS-0544/2020	34	27	20	18	8	1
USA/VA-DCLS-0545/2020	7	6	2	2	2	2
USA/VA-DCLS-0546/2020	87	74	64	54	2	2
USA/VA-DCLS-0547/2020	7	6	2	2	2	2
USA/VA-DCLS-0548/2020	119	104	92	8	2	2
USA/VA-DCLS-0549/2020	7	6	2	2	2	2
USA/VA-DCLS-0550/2020	36	29	22	8	2	2
USA/VA-DCLS-0551/2020	118	103	91	74	2	2
USA/VA-DCLS-0552/2020	120	105	93	75	2	2
USA/VA-DCLS-0553/2020	7	6	2	2	2	2
USA/VA-DCLS-0554/2020	13	3	3	3	3	2
USA/VA-DCLS-1844/2020	106	92	81	65	18	2
USA/VA-QDX-2211/2020	13	3	3	3	3	2
USA/VA_6171/2020	1	1	1	1	1	1
USA/VA_6352/2020	24	8	2	2	2	2
USA/VA_6377/2020	24	8	2	2	2	2
USA/VA_6382/2020	11	10	7	7	6	1
USA/VA_6389/2020	9	8	2	2	2	2
USA/VT-CDC-0303/2020	11	10	7	7	6	1
USA/WA-CDC-8374/2020	11	10	7	7	6	1
USA/WA-CDC-8375/2020	11	10	7	7	6	1
USA/WA-CDC-8376/2020	11	10	7	7	6	1
USA/WA-CDC-8377/2020	11	10	7	7	6	1
USA/WA-CDC-8378/2020	11	10	7	7	6	1
USA/WA-CDC-8379/2020	11	10	7	7	6	1
USA/WA-CDC-8380/2020	11	10	7	7	6	1
USA/WA-CDC-8381/2020	11	10	7	7	6	1
USA/WA-CDC-8384/2020	11	10	7	7	6	1
USA/WA-NH10/2020	11	10	7	7	6	1
USA/WA-NH11/2020	11	10	7	7	6	1
USA/WA-NH12/2020	11	10	7	7	6	1
USA/WA-NH13/2020	11	10	7	7	6	1
USA/WA-NH14/2020	11	10	7	7	6	1
USA/WA-NH17/2020	11	10	7	7	6	1
USA/WA-NH18/2020	11	10	7	7	6	1
USA/WA-NH19/2020	11	10	7	7	6	1
USA/WA-NH2/2020	11	10	7	7	6	1
USA/WA-NH20/2020	11	10	7	7	6	1
USA/WA-NH21/2020	11	10	7	7	6	1
USA/WA-NH22/2020	11	10	7	7	6	1
USA/WA-NH23/2020	11	10	7	7	6	1
USA/WA-NH24/2020	11	10	7	7	6	1
USA/WA-NH3/2020	11	10	7	7	6	1
USA/WA-NH4/2020	11	10	7	7	6	1
USA/WA-NH5/2020	11	10	7	7	6	1
USA/WA-NH6/2020	11	10	7	7	6	1
USA/WA-NH7/2020	11	10	7	7	6	1
USA/WA-NH8/2020	11	10	7	7	6	1
USA/WA-NH9/2020	11	10	7	7	6	1
USA/WA-NIH-WA1/2020	11	10	7	7	6	1
USA/WA-QDX-02-2/2020	11	10	7	7	6	1
USA/WA-QDX-02/2020	11	10	7	7	6	1
USA/WA-QDX-104/2020	11	10	7	7	6	1
USA/WA-QDX-22/2020	7	6	2	2	2	2
USA/WA-QDX-2241/2020	11	10	7	7	6	1
USA/WA-QDX-2242/2020	11	10	7	7	6	1
USA/WA-QDX-2276/2020	11	10	7	7	6	1
USA/WA-QDX-2291/2020	11	10	7	7	6	1
USA/WA-QDX-62/2020	11	10	7	7	6	1
USA/WA-S10/2020	11	10	7	7	6	1
USA/WA-S100/2020	11	10	7	7	6	1
USA/WA-S101/2020	11	10	7	7	6	1
USA/WA-S102/2020	11	10	7	7	6	1
USA/WA-S103/2020	11	10	7	7	6	1
USA/WA-S104/2020	11	10	7	7	6	1
USA/WA-S105/2020	11	10	7	7	6	1
USA/WA-S106/2020	11	10	7	7	6	1
USA/WA-S107/2020	11	10	7	7	6	1
USA/WA-S108/2020	11	10	7	7	6	1
USA/WA-S109/2020	11	10	7	7	6	1
USA/WA-S11/2020	11	10	7	7	6	1
USA/WA-S110/2020	11	10	7	7	6	1
USA/WA-S111/2020	11	10	7	7	6	1
USA/WA-S112/2020	11	10	7	7	6	1
USA/WA-S113/2020	11	10	7	7	6	1
USA/WA-S114/2020	11	10	7	7	6	1
USA/WA-S115/2020	11	10	7	7	6	1
USA/WA-S116/2020	11	10	7	7	6	1
USA/WA-S117/2020	11	10	7	7	6	1
USA/WA-S118/2020	11	10	7	7	6	1
USA/WA-S119/2020	11	10	7	7	6	1
USA/WA-S12/2020	11	10	7	7	6	1
USA/WA-S120/2020	11	10	7	7	6	1
USA/WA-S121/2020	11	10	7	7	6	1
USA/WA-S122/2020	11	10	7	7	6	1
USA/WA-S123/2020	11	10	7	7	6	1
USA/WA-S124/2020	11	10	7	7	6	1
USA/WA-S125/2020	11	10	7	7	6	1
USA/WA-S126/2020	11	10	7	7	6	1
USA/WA-S127/2020	11	10	7	7	6	1
USA/WA-S128/2020	11	10	7	7	6	1
USA/WA-S129/2020	11	10	7	7	6	1
USA/WA-S13/2020	11	10	7	7	6	1
USA/WA-S130/2020	11	10	7	7	6	1
USA/WA-S131/2020	11	10	7	7	6	1
USA/WA-S132/2020	11	10	7	7	6	1
USA/WA-S133/2020	11	10	7	7	6	1
USA/WA-S134/2020	11	10	7	7	6	1
USA/WA-S135/2020	11	10	7	7	6	1
USA/WA-S136/2020	11	10	7	7	6	1
USA/WA-S137/2020	11	10	7	7	6	1
USA/WA-S138/2020	11	10	7	7	6	1
USA/WA-S139/2020	11	10	7	7	6	1
USA/WA-S14/2020	11	10	7	7	6	1
USA/WA-S140/2020	11	10	7	7	6	1
